"","geo_id","Year","ID Race","Race","Income","Household Income by Race Moe","Geography","ID Geography","case_count","hosp_count","death_count","total_hosp_incidental","time_period","Cases_Per_Thousand_Dollar_Income","Income_Level"
"187","53033023403",2019,0,"Total",131477,12384,"Census Tract 234.03, King County, WA","14000US53033023403",961,12,5,10,"Overall",7.30926321714064,"High"
"188","53033023404",2019,0,"Total",152049,11019,"Census Tract 234.04, King County, WA","14000US53033023404",760,13,4,7,"Overall",4.99838867733428,"High"
"189","53033023500",2019,0,"Total",129129,14646,"Census Tract 235, King County, WA","14000US53033023500",964,21,4,8,"Overall",7.46540281424002,"High"
"190","53033023601",2019,0,"Total",119609,15071,"Census Tract 236.01, King County, WA","14000US53033023601",1029,30,2,19,"Overall",8.603031544449,"High"
"191","53033023603",2019,0,"Total",110820,17811,"Census Tract 236.03, King County, WA","14000US53033023603",1409,24,0,15,"Overall",12.7143114961198,"High"
"192","53033023604",2019,0,"Total",84917,17347,"Census Tract 236.04, King County, WA","14000US53033023604",1534,41,4,22,"Overall",18.064698470271,"High"
"193","53033023700",2019,0,"Total",125250,15020,"Census Tract 237, King County, WA","14000US53033023700",1008,32,6,13,"Overall",8.04790419161677,"High"
"194","53033023801",2019,0,"Total",109097,22121,"Census Tract 238.01, King County, WA","14000US53033023801",712,24,6,5,"Overall",6.52630228145595,"High"
"195","53033023803",2019,0,"Total",118351,20453,"Census Tract 238.03, King County, WA","14000US53033023803",1323,59,16,22,"Overall",11.1786127704878,"High"
"196","53033023804",2019,0,"Total",121478,9965,"Census Tract 238.04, King County, WA","14000US53033023804",1529,33,7,12,"Overall",12.5866412025223,"High"
"197","53033023900",2019,0,"Total",165278,34176,"Census Tract 239, King County, WA","14000US53033023900",1585,35,7,17,"Overall",9.58990307239923,"High"
"198","53033024000",2019,0,"Total",146512,13573,"Census Tract 240, King County, WA","14000US53033024000",1848,52,7,25,"Overall",12.6133012995523,"High"
"200","53033024200",2019,0,"Total",212763,33337,"Census Tract 242, King County, WA","14000US53033024200",554,8,1,3,"Overall",2.60383619332309,"High"
"201","53033024300",2019,0,"Total",109523,12564,"Census Tract 243, King County, WA","14000US53033024300",1827,69,14,31,"Overall",16.6814276453348,"High"
"202","53033024400",2019,0,"Total",97042,14013,"Census Tract 244, King County, WA","14000US53033024400",653,20,4,13,"Overall",6.72904515570578,"High"
"203","53033024500",2019,0,"Total",202308,22725,"Census Tract 245, King County, WA","14000US53033024500",1080,26,7,16,"Overall",5.33839492259327,"High"
"204","53033024601",2019,0,"Total",224167,35334,"Census Tract 246.01, King County, WA","14000US53033024601",902,18,6,8,"Overall",4.02378583823667,"High"
"205","53033024602",2019,0,"Total",229537,29029,"Census Tract 246.02, King County, WA","14000US53033024602",719,12,4,6,"Overall",3.13239259901454,"High"
"206","53033024701",2019,0,"Total",91226,18576,"Census Tract 247.01, King County, WA","14000US53033024701",936,15,2,9,"Overall",10.2602328283603,"High"
"207","53033024702",2019,0,"Total",136016,19457,"Census Tract 247.02, King County, WA","14000US53033024702",1745,42,11,24,"Overall",12.8293730149394,"High"
"208","53033024800",2019,0,"Total",93950,17971,"Census Tract 248, King County, WA","14000US53033024800",1487,38,8,25,"Overall",15.8275678552421,"High"
"209","53033024901",2019,0,"Total",161719,12575,"Census Tract 249.01, King County, WA","14000US53033024901",1143,21,6,11,"Overall",7.06781516086545,"High"
"210","53033024902",2019,0,"Total",166932,20877,"Census Tract 249.02, King County, WA","14000US53033024902",899,18,2,5,"Overall",5.38542640116934,"High"
"211","53033024903",2019,0,"Total",185273,18251,"Census Tract 249.03, King County, WA","14000US53033024903",1388,17,1,11,"Overall",7.4916474607741,"High"
"212","53033025001",2019,0,"Total",132292,8617,"Census Tract 250.01, King County, WA","14000US53033025001",1143,36,9,12,"Overall",8.63997822997611,"High"
"213","53033025003",2019,0,"Total",165811,13873,"Census Tract 250.03, King County, WA","14000US53033025003",1492,21,2,15,"Overall",8.99819674207381,"High"
"214","53033025005",2019,0,"Total",124167,25955,"Census Tract 250.05, King County, WA","14000US53033025005",1141,29,1,15,"Overall",9.18923707587362,"High"
"215","53033025006",2019,0,"Total",155043,27015,"Census Tract 250.06, King County, WA","14000US53033025006",1305,39,8,17,"Overall",8.41701979450862,"High"
"216","53033025101",2019,0,"Total",86488,8594,"Census Tract 251.01, King County, WA","14000US53033025101",1482,29,5,20,"Overall",17.1353251318102,"High"
"217","53033025102",2019,0,"Total",103606,13131,"Census Tract 251.02, King County, WA","14000US53033025102",2359,56,12,19,"Overall",22.7689516051194,"High"
"218","53033025200",2019,0,"Total",96500,14041,"Census Tract 252, King County, WA","14000US53033025200",2518,75,13,24,"Overall",26.0932642487047,"High"
"219","53033025301",2019,0,"Total",82438,19182,"Census Tract 253.01, King County, WA","14000US53033025301",1936,40,2,19,"Overall",23.484315485577,"High"
"220","53033025302",2019,0,"Total",54577,9251,"Census Tract 253.02, King County, WA","14000US53033025302",1283,65,20,28,"Overall",23.5080711655093,"High"
"221","53033025400",2019,0,"Total",62727,10605,"Census Tract 254, King County, WA","14000US53033025400",2214,62,10,24,"Overall",35.2958056339375,"High"
"222","53033025500",2019,0,"Total",69688,5837,"Census Tract 255, King County, WA","14000US53033025500",1496,48,9,26,"Overall",21.4671105498795,"High"
"223","53033025601",2019,0,"Total",74902,9750,"Census Tract 256.01, King County, WA","14000US53033025601",1635,45,2,20,"Overall",21.8285226028677,"High"
"224","53033025602",2019,0,"Total",121008,11951,"Census Tract 256.02, King County, WA","14000US53033025602",1607,31,7,20,"Overall",13.2801137114902,"High"
"225","53033025701",2019,0,"Total",67759,6635,"Census Tract 257.01, King County, WA","14000US53033025701",1703,60,10,22,"Overall",25.1331926386163,"High"
"226","53033025702",2019,0,"Total",102048,8697,"Census Tract 257.02, King County, WA","14000US53033025702",1018,30,5,10,"Overall",9.97569771088115,"High"
"227","53033025803",2019,0,"Total",65451,5997,"Census Tract 258.03, King County, WA","14000US53033025803",1697,64,11,23,"Overall",25.9277933110266,"High"
"228","53033025804",2019,0,"Total",85926,13924,"Census Tract 258.04, King County, WA","14000US53033025804",1227,44,10,13,"Overall",14.2797290691991,"High"
"229","53033025805",2019,0,"Total",68302,5150,"Census Tract 258.05, King County, WA","14000US53033025805",1450,56,10,17,"Overall",21.2292465813593,"High"
"230","53033025806",2019,0,"Total",96089,13302,"Census Tract 258.06, King County, WA","14000US53033025806",1796,52,17,23,"Overall",18.6910052139163,"High"
"231","53033026001",2019,0,"Total",102586,9930,"Census Tract 260.01, King County, WA","14000US53033026001",1563,46,7,10,"Overall",15.235997114616,"High"
"232","53033026002",2019,0,"Total",60471,4816,"Census Tract 260.02, King County, WA","14000US53033026002",2036,74,22,38,"Overall",33.6690314365564,"High"
"233","53033026100",2019,0,"Total",50888,9016,"Census Tract 261, King County, WA","14000US53033026100",2301,72,6,35,"Overall",45.2169470209087,"High"
"234","53033026200",2019,0,"Total",60000,10067,"Census Tract 262, King County, WA","14000US53033026200",2130,62,9,34,"Overall",35.5,"High"
"235","53033026300",2019,0,"Total",69107,15781,"Census Tract 263, King County, WA","14000US53033026300",534,17,3,7,"Overall",7.72714775637779,"High"
"236","53033026400",2019,0,"Total",57965,6003,"Census Tract 264, King County, WA","14000US53033026400",1787,67,13,28,"Overall",30.8289485034072,"High"
"237","53033026500",2019,0,"Total",39341,12678,"Census Tract 265, King County, WA","14000US53033026500",1421,46,12,23,"Overall",36.1200782898249,"Medium"
"238","53033026600",2019,0,"Total",86776,20978,"Census Tract 266, King County, WA","14000US53033026600",632,16,1,8,"Overall",7.28311975661473,"High"
"239","53033026700",2019,0,"Total",101250,18983,"Census Tract 267, King County, WA","14000US53033026700",1503,42,4,16,"Overall",14.8444444444444,"High"
"240","53033026801",2019,0,"Total",55761,10064,"Census Tract 268.01, King County, WA","14000US53033026801",1778,61,12,27,"Overall",31.8860852567206,"High"
"241","53033026802",2019,0,"Total",56000,13763,"Census Tract 268.02, King County, WA","14000US53033026802",1801,53,12,25,"Overall",32.1607142857143,"High"
"242","53033027000",2019,0,"Total",60263,16353,"Census Tract 270, King County, WA","14000US53033027000",969,39,7,10,"Overall",16.0795181122745,"High"
"243","53033027100",2019,0,"Total",46205,14246,"Census Tract 271, King County, WA","14000US53033027100",1152,46,12,15,"Overall",24.9323666269884,"Medium"
"244","53033027200",2019,0,"Total",57500,13850,"Census Tract 272, King County, WA","14000US53033027200",974,35,4,17,"Overall",16.9391304347826,"High"
"245","53033027300",2019,0,"Total",60804,16594,"Census Tract 273, King County, WA","14000US53033027300",2253,60,15,41,"Overall",37.0534833234656,"High"
"246","53033027400",2019,0,"Total",74714,9801,"Census Tract 274, King County, WA","14000US53033027400",1811,82,5,21,"Overall",24.2390984286747,"High"
"247","53033027500",2019,0,"Total",64640,6748,"Census Tract 275, King County, WA","14000US53033027500",1412,96,26,22,"Overall",21.8440594059406,"High"
"248","53033027600",2019,0,"Total",78769,8900,"Census Tract 276, King County, WA","14000US53033027600",1153,39,5,25,"Overall",14.6377381964986,"High"
"249","53033027701",2019,0,"Total",70726,18196,"Census Tract 277.01, King County, WA","14000US53033027701",568,21,4,9,"Overall",8.03099284562961,"High"
"250","53033027702",2019,0,"Total",93641,19480,"Census Tract 277.02, King County, WA","14000US53033027702",517,12,3,8,"Overall",5.52108584914727,"High"
"251","53033027800",2019,0,"Total",102250,14051,"Census Tract 278, King County, WA","14000US53033027800",732,32,7,19,"Overall",7.15892420537897,"High"
"252","53033027900",2019,0,"Total",65023,7738,"Census Tract 279, King County, WA","14000US53033027900",1871,102,17,32,"Overall",28.774433661935,"High"
"253","53033028000",2019,0,"Total",51859,9578,"Census Tract 280, King County, WA","14000US53033028000",1150,41,9,15,"Overall",22.1755143755182,"High"
"254","53033028100",2019,0,"Total",62165,6482,"Census Tract 281, King County, WA","14000US53033028100",938,47,10,16,"Overall",15.0888763773828,"High"
"255","53033028200",2019,0,"Total",64196,10296,"Census Tract 282, King County, WA","14000US53033028200",1676,58,8,26,"Overall",26.107545641473,"High"
"256","53033028300",2019,0,"Total",91083,9730,"Census Tract 283, King County, WA","14000US53033028300",1896,70,17,24,"Overall",20.8161786502421,"High"
"257","53033028402",2019,0,"Total",51442,7463,"Census Tract 284.02, King County, WA","14000US53033028402",1913,71,8,22,"Overall",37.1875121496054,"High"
"258","53033028403",2019,0,"Total",54093,5538,"Census Tract 284.03, King County, WA","14000US53033028403",1854,91,16,21,"Overall",34.274305362986,"High"
"259","53033028500",2019,0,"Total",71488,12575,"Census Tract 285, King County, WA","14000US53033028500",1354,53,10,24,"Overall",18.9402417188899,"High"
"260","53033028600",2019,0,"Total",83780,14292,"Census Tract 286, King County, WA","14000US53033028600",1488,46,10,19,"Overall",17.76080210074,"High"
"261","53033028700",2019,0,"Total",98301,10764,"Census Tract 287, King County, WA","14000US53033028700",1422,44,8,18,"Overall",14.4657734916227,"High"
"262","53033028801",2019,0,"Total",66822,11956,"Census Tract 288.01, King County, WA","14000US53033028801",901,36,9,19,"Overall",13.4835832510251,"High"
"263","53033028802",2019,0,"Total",61885,8608,"Census Tract 288.02, King County, WA","14000US53033028802",1986,82,14,28,"Overall",32.0917831461582,"High"
"264","53033028901",2019,0,"Total",73551,6208,"Census Tract 289.01, King County, WA","14000US53033028901",1035,55,11,23,"Overall",14.0718684994086,"High"
"265","53033028902",2019,0,"Total",54041,11538,"Census Tract 289.02, King County, WA","14000US53033028902",2646,103,19,38,"Overall",48.9628245221221,"High"
"266","53033029001",2019,0,"Total",76930,8550,"Census Tract 290.01, King County, WA","14000US53033029001",1451,60,19,24,"Overall",18.8613024827765,"High"
"267","53033029003",2019,0,"Total",50942,9930,"Census Tract 290.03, King County, WA","14000US53033029003",2120,100,20,25,"Overall",41.6159554002591,"High"
"268","53033029004",2019,0,"Total",43493,11231,"Census Tract 290.04, King County, WA","14000US53033029004",1396,60,8,20,"Overall",32.097119076633,"Medium"
"269","53033029101",2019,0,"Total",70625,15517,"Census Tract 291.01, King County, WA","14000US53033029101",991,39,6,13,"Overall",14.0318584070796,"High"
"270","53033029102",2019,0,"Total",93053,5294,"Census Tract 291.02, King County, WA","14000US53033029102",1502,61,14,22,"Overall",16.1413388069165,"High"
"271","53033029203",2019,0,"Total",57852,12225,"Census Tract 292.03, King County, WA","14000US53033029203",1429,67,7,21,"Overall",24.700961073083,"High"
"272","53033029204",2019,0,"Total",74097,11198,"Census Tract 292.04, King County, WA","14000US53033029204",2253,84,8,35,"Overall",30.4060893153569,"High"
"273","53033029205",2019,0,"Total",74044,7613,"Census Tract 292.05, King County, WA","14000US53033029205",1574,45,12,19,"Overall",21.2576305980228,"High"
"274","53033029206",2019,0,"Total",34857,5819,"Census Tract 292.06, King County, WA","14000US53033029206",1329,76,17,29,"Overall",38.1272054393666,"Medium"
"275","53033029303",2019,0,"Total",75391,11123,"Census Tract 293.03, King County, WA","14000US53033029303",2470,78,16,35,"Overall",32.7625313366317,"High"
"276","53033029304",2019,0,"Total",92886,6884,"Census Tract 293.04, King County, WA","14000US53033029304",1408,37,8,15,"Overall",15.1583661692828,"High"
"277","53033029305",2019,0,"Total",105579,17646,"Census Tract 293.05, King County, WA","14000US53033029305",1307,46,13,12,"Overall",12.3793557430928,"High"
"278","53033029306",2019,0,"Total",103056,24407,"Census Tract 293.06, King County, WA","14000US53033029306",1147,32,5,9,"Overall",11.129871138022,"High"
"279","53033029307",2019,0,"Total",100764,16384,"Census Tract 293.07, King County, WA","14000US53033029307",1045,35,9,15,"Overall",10.3707673375412,"High"
"280","53033029403",2019,0,"Total",83088,13187,"Census Tract 294.03, King County, WA","14000US53033029403",1729,62,13,16,"Overall",20.8092624687079,"High"
"281","53033029405",2019,0,"Total",86250,9463,"Census Tract 294.05, King County, WA","14000US53033029405",1815,50,8,19,"Overall",21.0434782608696,"High"
"282","53033029406",2019,0,"Total",105995,7442,"Census Tract 294.06, King County, WA","14000US53033029406",1499,49,5,13,"Overall",14.1421765177603,"High"
"283","53033029407",2019,0,"Total",51760,7079,"Census Tract 294.07, King County, WA","14000US53033029407",1570,79,20,24,"Overall",30.3323029366306,"High"
"284","53033029408",2019,0,"Total",56397,9942,"Census Tract 294.08, King County, WA","14000US53033029408",1276,63,12,18,"Overall",22.6253169494831,"High"
"285","53033029502",2019,0,"Total",98750,14102,"Census Tract 295.02, King County, WA","14000US53033029502",2364,91,8,34,"Overall",23.9392405063291,"High"
"286","53033029503",2019,0,"Total",52732,12727,"Census Tract 295.03, King County, WA","14000US53033029503",2441,106,24,45,"Overall",46.2906773875446,"High"
"287","53033029504",2019,0,"Total",45694,8017,"Census Tract 295.04, King County, WA","14000US53033029504",1998,82,28,30,"Overall",43.7256532586335,"Medium"
"288","53033029601",2019,0,"Total",74971,13796,"Census Tract 296.01, King County, WA","14000US53033029601",2426,95,14,33,"Overall",32.3591788825012,"High"
"289","53033029602",2019,0,"Total",129598,11389,"Census Tract 296.02, King County, WA","14000US53033029602",2405,68,7,15,"Overall",18.5573851448325,"High"
"290","53033029700",2019,0,"Total",49814,9900,"Census Tract 297, King County, WA","14000US53033029700",2403,100,21,40,"Overall",48.2394507568154,"Medium"
"291","53033029801",2019,0,"Total",72228,16199,"Census Tract 298.01, King County, WA","14000US53033029801",2570,87,13,32,"Overall",35.5817688431079,"High"
"292","53033029802",2019,0,"Total",93624,9202,"Census Tract 298.02, King County, WA","14000US53033029802",2843,102,16,24,"Overall",30.366145432795,"High"
"293","53033029901",2019,0,"Total",93141,13368,"Census Tract 299.01, King County, WA","14000US53033029901",1772,53,8,23,"Overall",19.0249192085118,"High"
"294","53033029902",2019,0,"Total",107286,10560,"Census Tract 299.02, King County, WA","14000US53033029902",1585,76,10,36,"Overall",14.7735958093321,"High"
"295","53033030003",2019,0,"Total",71973,6867,"Census Tract 300.03, King County, WA","14000US53033030003",2184,92,12,28,"Overall",30.3447126005585,"High"
"296","53033030004",2019,0,"Total",56250,6952,"Census Tract 300.04, King County, WA","14000US53033030004",2730,123,16,47,"Overall",48.5333333333333,"High"
"297","53033030005",2019,0,"Total",68137,10258,"Census Tract 300.05, King County, WA","14000US53033030005",2136,87,14,25,"Overall",31.3486064839955,"High"
"298","53033030006",2019,0,"Total",48460,8441,"Census Tract 300.06, King County, WA","14000US53033030006",1181,90,17,36,"Overall",24.3706149401568,"Medium"
"299","53033030100",2019,0,"Total",88576,17540,"Census Tract 301, King County, WA","14000US53033030100",2041,84,12,48,"Overall",23.0423591040462,"High"
"300","53033030201",2019,0,"Total",71719,14457,"Census Tract 302.01, King County, WA","14000US53033030201",1850,76,15,32,"Overall",25.7951170540582,"High"
"301","53033030202",2019,0,"Total",65270,7530,"Census Tract 302.02, King County, WA","14000US53033030202",2897,164,33,60,"Overall",44.384862877279,"High"
"302","53033030304",2019,0,"Total",71944,7030,"Census Tract 303.04, King County, WA","14000US53033030304",1479,57,3,26,"Overall",20.5576559546314,"High"
"303","53033030305",2019,0,"Total",65269,9628,"Census Tract 303.05, King County, WA","14000US53033030305",1505,73,11,30,"Overall",23.0584197704883,"High"
"304","53033030306",2019,0,"Total",92026,14051,"Census Tract 303.06, King County, WA","14000US53033030306",1782,76,8,29,"Overall",19.3640927563949,"High"
"305","53033030308",2019,0,"Total",76357,3893,"Census Tract 303.08, King County, WA","14000US53033030308",2174,64,5,35,"Overall",28.471521929882,"High"
"306","53033030309",2019,0,"Total",65058,7641,"Census Tract 303.09, King County, WA","14000US53033030309",1838,69,6,24,"Overall",28.2517138553291,"High"
"307","53033030310",2019,0,"Total",89559,14511,"Census Tract 303.10, King County, WA","14000US53033030310",2098,71,21,31,"Overall",23.4258980113668,"High"
"308","53033030311",2019,0,"Total",85833,7310,"Census Tract 303.11, King County, WA","14000US53033030311",1787,64,11,20,"Overall",20.8194983281488,"High"
"309","53033030312",2019,0,"Total",66458,12215,"Census Tract 303.12, King County, WA","14000US53033030312",1714,71,11,30,"Overall",25.7907249691535,"High"
"310","53033030313",2019,0,"Total",49291,7567,"Census Tract 303.13, King County, WA","14000US53033030313",1568,116,48,44,"Overall",31.8110811304295,"Medium"
"311","53033030314",2019,0,"Total",39947,13026,"Census Tract 303.14, King County, WA","14000US53033030314",1463,105,25,45,"Overall",36.6235261721781,"Medium"
"312","53033030401",2019,0,"Total",80662,9612,"Census Tract 304.01, King County, WA","14000US53033030401",2669,99,15,34,"Overall",33.0886910813022,"High"
"313","53033030403",2019,0,"Total",81935,6792,"Census Tract 304.03, King County, WA","14000US53033030403",1242,66,11,22,"Overall",15.1583572343931,"High"
"314","53033030404",2019,0,"Total",97794,19564,"Census Tract 304.04, King County, WA","14000US53033030404",1185,39,8,9,"Overall",12.1173078102951,"High"
"315","53033030501",2019,0,"Total",31962,3346,"Census Tract 305.01, King County, WA","14000US53033030501",1082,98,25,29,"Overall",33.8527000813466,"Medium"
"316","53033030503",2019,0,"Total",57726,12906,"Census Tract 305.03, King County, WA","14000US53033030503",2775,157,54,73,"Overall",48.0719259952188,"High"
"317","53033030504",2019,0,"Total",62147,8828,"Census Tract 305.04, King County, WA","14000US53033030504",1660,88,8,37,"Overall",26.710862953964,"High"
"318","53033030600",2019,0,"Total",63685,5634,"Census Tract 306, King County, WA","14000US53033030600",2004,89,18,41,"Overall",31.4673785035723,"High"
"319","53033030700",2019,0,"Total",54868,8977,"Census Tract 307, King County, WA","14000US53033030700",1557,110,27,33,"Overall",28.3771961799227,"High"
"320","53033030801",2019,0,"Total",53906,7711,"Census Tract 308.01, King County, WA","14000US53033030801",2813,144,38,57,"Overall",52.1834304159092,"High"
"321","53033030802",2019,0,"Total",55656,8953,"Census Tract 308.02, King County, WA","14000US53033030802",1471,74,15,29,"Overall",26.4302141727756,"High"
"322","53033030901",2019,0,"Total",82279,17982,"Census Tract 309.01, King County, WA","14000US53033030901",1377,55,8,17,"Overall",16.735740589944,"High"
"323","53033030902",2019,0,"Total",57335,5408,"Census Tract 309.02, King County, WA","14000US53033030902",2157,80,18,33,"Overall",37.6209993895526,"High"
"324","53033031000",2019,0,"Total",122019,14671,"Census Tract 310, King County, WA","14000US53033031000",1440,40,9,12,"Overall",11.801440759226,"High"
"325","53033031100",2019,0,"Total",65172,3654,"Census Tract 311, King County, WA","14000US53033031100",2807,170,35,57,"Overall",43.0706438347757,"High"
"326","53033031202",2019,0,"Total",97454,27587,"Census Tract 312.02, King County, WA","14000US53033031202",2384,130,23,43,"Overall",24.4628234859523,"High"
"327","53033031204",2019,0,"Total",106422,8813,"Census Tract 312.04, King County, WA","14000US53033031204",1560,72,9,20,"Overall",14.658623217004,"High"
"328","53033031205",2019,0,"Total",71396,4920,"Census Tract 312.05, King County, WA","14000US53033031205",2936,116,11,41,"Overall",41.1227519749006,"High"
"329","53033031206",2019,0,"Total",77417,12812,"Census Tract 312.06, King County, WA","14000US53033031206",1478,81,16,26,"Overall",19.0914140305101,"High"
"330","53033031301",2019,0,"Total",78250,12902,"Census Tract 313.01, King County, WA","14000US53033031301",621,20,2,7,"Overall",7.93610223642172,"High"
"331","53033031302",2019,0,"Total",53835,3218,"Census Tract 313.02, King County, WA","14000US53033031302",1270,40,6,23,"Overall",23.5906009101885,"High"
"332","53033031400",2019,0,"Total",77083,12288,"Census Tract 314, King County, WA","14000US53033031400",1893,111,38,31,"Overall",24.5579440343526,"High"
"333","53033031501",2019,0,"Total",87649,9121,"Census Tract 315.01, King County, WA","14000US53033031501",743,31,10,13,"Overall",8.4769934625609,"High"
"334","53033031502",2019,0,"Total",83750,16203,"Census Tract 315.02, King County, WA","14000US53033031502",1195,46,10,14,"Overall",14.2686567164179,"High"
"335","53033031601",2019,0,"Total",108194,5807,"Census Tract 316.01, King County, WA","14000US53033031601",1134,41,9,10,"Overall",10.4811727082833,"High"
"336","53033031603",2019,0,"Total",117900,22404,"Census Tract 316.03, King County, WA","14000US53033031603",1646,37,4,17,"Overall",13.960983884648,"High"
"337","53033031604",2019,0,"Total",101008,8383,"Census Tract 316.04, King County, WA","14000US53033031604",1581,27,3,8,"Overall",15.6522255662918,"High"
"338","53033031605",2019,0,"Total",111464,22443,"Census Tract 316.05, King County, WA","14000US53033031605",863,22,4,18,"Overall",7.74241010550492,"High"
"339","53033031703",2019,0,"Total",96810,4377,"Census Tract 317.03, King County, WA","14000US53033031703",1951,94,12,33,"Overall",20.1528767689288,"High"
"340","53033031704",2019,0,"Total",101367,13948,"Census Tract 317.04, King County, WA","14000US53033031704",2032,80,23,30,"Overall",20.0459715686565,"High"
"341","53033031705",2019,0,"Total",115208,24513,"Census Tract 317.05, King County, WA","14000US53033031705",1292,43,4,19,"Overall",11.2144989931255,"High"
"342","53033031706",2019,0,"Total",98919,10196,"Census Tract 317.06, King County, WA","14000US53033031706",2459,102,16,29,"Overall",24.8587227933966,"High"
"343","53033031800",2019,0,"Total",114625,13260,"Census Tract 318, King County, WA","14000US53033031800",1284,45,6,17,"Overall",11.2017448200654,"High"
"344","53033031903",2019,0,"Total",118435,11123,"Census Tract 319.03, King County, WA","14000US53033031903",1830,55,12,31,"Overall",15.4515134884114,"High"
"345","53033031904",2019,0,"Total",106438,10424,"Census Tract 319.04, King County, WA","14000US53033031904",718,18,3,10,"Overall",6.74571111820966,"High"
"346","53033031906",2019,0,"Total",109728,10543,"Census Tract 319.06, King County, WA","14000US53033031906",847,11,3,5,"Overall",7.71908719743365,"High"
"347","53033031907",2019,0,"Total",95595,12710,"Census Tract 319.07, King County, WA","14000US53033031907",1773,41,8,20,"Overall",18.5469951357289,"High"
"348","53033031908",2019,0,"Total",80122,12853,"Census Tract 319.08, King County, WA","14000US53033031908",997,28,8,12,"Overall",12.4435236264696,"High"
"349","53033031909",2019,0,"Total",110190,14382,"Census Tract 319.09, King County, WA","14000US53033031909",683,22,5,3,"Overall",6.19838460840367,"High"
"350","53033032002",2019,0,"Total",94875,17977,"Census Tract 320.02, King County, WA","14000US53033032002",697,32,6,9,"Overall",7.34650856389987,"High"
"351","53033032003",2019,0,"Total",116052,5379,"Census Tract 320.03, King County, WA","14000US53033032003",1285,39,4,16,"Overall",11.0726226174474,"High"
"352","53033032005",2019,0,"Total",100855,6992,"Census Tract 320.05, King County, WA","14000US53033032005",2072,76,8,33,"Overall",20.544345843042,"High"
"353","53033032006",2019,0,"Total",102308,7848,"Census Tract 320.06, King County, WA","14000US53033032006",1330,50,9,8,"Overall",12.9999609023732,"High"
"354","53033032007",2019,0,"Total",108438,23012,"Census Tract 320.07, King County, WA","14000US53033032007",1010,29,6,12,"Overall",9.31407809070621,"High"
"355","53033032008",2019,0,"Total",109779,17384,"Census Tract 320.08, King County, WA","14000US53033032008",1143,30,4,13,"Overall",10.4118273986828,"High"
"356","53033032010",2019,0,"Total",119881,7104,"Census Tract 320.10, King County, WA","14000US53033032010",1942,51,8,27,"Overall",16.1993977360883,"High"
"357","53033032011",2019,0,"Total",112267,10328,"Census Tract 320.11, King County, WA","14000US53033032011",1413,21,2,12,"Overall",12.5860671435061,"High"
"358","53033032102",2019,0,"Total",125095,6458,"Census Tract 321.02, King County, WA","14000US53033032102",726,35,5,12,"Overall",5.80358927215316,"High"
"359","53033032103",2019,0,"Total",86574,8252,"Census Tract 321.03, King County, WA","14000US53033032103",1227,35,9,20,"Overall",14.1728463510985,"High"
"360","53033032104",2019,0,"Total",103110,15644,"Census Tract 321.04, King County, WA","14000US53033032104",1521,73,39,19,"Overall",14.7512365434972,"High"
"361","53033032203",2019,0,"Total",178516,30815,"Census Tract 322.03, King County, WA","14000US53033032203",1466,26,9,11,"Overall",8.21214905106545,"High"
"362","53033032207",2019,0,"Total",165341,21187,"Census Tract 322.07, King County, WA","14000US53033032207",653,9,2,10,"Overall",3.94941363606123,"High"
"363","53033032208",2019,0,"Total",122330,6921,"Census Tract 322.08, King County, WA","14000US53033032208",1655,74,26,42,"Overall",13.5289789912532,"High"
"364","53033032210",2019,0,"Total",133169,8367,"Census Tract 322.10, King County, WA","14000US53033032210",2658,49,22,25,"Overall",19.9596002072554,"High"
"365","53033032211",2019,0,"Total",154741,11222,"Census Tract 322.11, King County, WA","14000US53033032211",1089,19,1,7,"Overall",7.03756599737626,"High"
"366","53033032212",2019,0,"Total",145457,16934,"Census Tract 322.12, King County, WA","14000US53033032212",1652,23,2,15,"Overall",11.3573083454217,"High"
"367","53033032213",2019,0,"Total",179250,26355,"Census Tract 322.13, King County, WA","14000US53033032213",866,13,1,8,"Overall",4.83124128312413,"High"
"368","53033032214",2019,0,"Total",182120,9938,"Census Tract 322.14, King County, WA","14000US53033032214",1263,21,4,10,"Overall",6.93498792005271,"High"
"369","53033032215",2019,0,"Total",230043,30010,"Census Tract 322.15, King County, WA","14000US53033032215",893,6,1,3,"Overall",3.88188295231761,"High"
"370","53033032307",2019,0,"Total",151134,14640,"Census Tract 323.07, King County, WA","14000US53033032307",1065,35,3,17,"Overall",7.04672674580174,"High"
"371","53033032309",2019,0,"Total",124351,11511,"Census Tract 323.09, King County, WA","14000US53033032309",1958,55,29,30,"Overall",15.7457519440937,"High"
"372","53033032311",2019,0,"Total",141375,38900,"Census Tract 323.11, King County, WA","14000US53033032311",866,33,5,18,"Overall",6.12555260831123,"High"
"373","53033032313",2019,0,"Total",123179,7576,"Census Tract 323.13, King County, WA","14000US53033032313",1115,18,2,19,"Overall",9.05186760730319,"High"
"374","53033032315",2019,0,"Total",165075,8338,"Census Tract 323.15, King County, WA","14000US53033032315",847,21,4,11,"Overall",5.13100106012419,"High"
"375","53033032316",2019,0,"Total",174861,23774,"Census Tract 323.16, King County, WA","14000US53033032316",970,20,3,12,"Overall",5.54726325481382,"High"
"376","53033032317",2019,0,"Total",186250,20940,"Census Tract 323.17, King County, WA","14000US53033032317",1009,27,9,16,"Overall",5.41744966442953,"High"
